病診区分,"
医療機関コード",医療機関名,都道府県コード,郵便番号,住所,構想区域コード,構想区域名,市町村コード,市町村名称,高度急性期機能の有無,急性期機能の有無,回復期機能の有無,慢性期機能の有無,科目,２．許可病床数・稼働病床数,,,,,,,,,救急医療の実施状況,,,,,職員数,,,,,,,,,,,,,,,,,,６．入院患者数の状況【平成29年7月1日～平成30年6月30日の1年間】,８．全身管理の状況【「平成30年６月診療分」であってかつ「平成30年７月審査分」】,,,,,,,,９．疾患に応じたリハビリテーション・早期からのリハビリテーションの実施状況【「平成30年６月診療分」であってかつ「平成30年７月審査分」】,10．長期療養患者の受入状況【「平成30年６月診療分」であってかつ「平成30年７月審査分」】
病院,2626050055,宇治武田病院,26,〒611－0021,京都府宇治市宇治里尻３６－２６,2605,山城北,26204,京都府宇治市,   ,〇,  ,  ,"内科,脳神経内科,消化器内科,循環器内科,アレルギー科,リウマチ科,小児科,外科,整形外科,脳神経外科,皮膚科,泌尿器科,肛門科,眼科,耳鼻咽喉科,リハビリテーション科,放射線科,歯科,口腔外科,麻酔科,呼吸器外科,糖尿病内科,内分泌科,他",177,177,0,0,0,0,0,0,0,395,46,1055,145,772,40,10.7,129,37.2,6,6.2,13,10.6,16,0,8,0,3,0,14,1.6,14,20.1,3917,0,143,46,0,28,0,0,0,154,0
病院,2626050059,京都府立心身障害者福祉センター　附属リハビリテーション病院,26,〒610－0113,京都府城陽市大字中小字芦原,2605,山城北,26207,京都府城陽市,   ,  ,〇,  ,"整形外科,内科,精神科,神経内科,泌尿器科,リハビリテーション科,歯科",25,23,0,0,0,0,0,0,0,0,0,0,0,0,6,0.1,12,0.7,3,0.8,0,1.7,3,0,2,0,2,0,0,0,1,0.7,184,0,0,0,0,0,0,0,0,15,0
病院,2626050060,男山病院,26,〒614－8366,京都府八幡市男山泉１９,2605,山城北,26210,京都府八幡市,   ,〇,〇,〇,"内科,消化器内科,外科,肛門科,整形外科,形成外科,脳神経外科,リウマチ科,小児科,皮膚科,泌尿器科,婦人科,眼科,耳鼻咽喉科,リハビリテーション科,放射線科,麻酔科,糖尿病内科,乳腺科,人工透析,脳神経内科,他",199,199,0,0,0,0,0,0,0,1338,232,2371,241,1966,30,9,158,15.5,8,0,9,17.5,24,0,10,0,5,0,9,1,13,13,4045,0,103,55,0,17,0,0,0,170,0
病院,2626050065,宇治病院,26,〒611－0011,京都府宇治市五ケ庄芝ノ東５４番地の２,2605,山城北,26204,京都府宇治市,   ,〇,〇,〇,"内科,呼吸器内科,循環器内科,消化器内科,外科,整形外科,脳神経内科,泌尿器科,婦人科,眼科,リハビリテーション科,放射線科,糖尿病内科,麻酔科,乳腺科",140,140,36,113,113,113,113,0,0,220,17,320,10,319,7,9.8,80,6,21,10.6,44,5.9,24,0.3,10,1.3,5,0,0,0,7,1.1,1001,15,51,54,0,0,0,0,0,307,83
病院,2626050071,京都岡本記念病院,26,〒613－0034,京都府久世郡久御山町佐山西ノ口１００番地,2605,山城北,26322,京都府久御山町,〇,〇,〇,〇,"内科,呼吸器内科,循環器内科,消化器内科,脳神経内科,外科,呼吸器外科,心臓血管外科,整形外科,脳神経外科,リウマチ科,小児科,皮膚科,泌尿器科,産婦人科,眼科,耳鼻咽喉科,リハビリテーション科,放射線科,病理診断科,麻酔科,精神科,形成外科,乳腺科,糖尿病内科,他",419,419,0,0,0,0,0,0,0,1622,395,4972,1551,4741,91,9.7,315,39.1,24,2.8,42,6.6,35,0,16,0,8,0,21,0.4,28,10.3,11370,0,380,221,40,99,13,21,0,509,0
病院,2626050082,独立行政法人国立病院機構　南京都病院,26,〒610－0113,京都府城陽市大字中小字芦原１１,2605,山城北,26207,京都府城陽市,   ,〇,〇,〇,"内科,脳神経内科,呼吸器内科,消化器内科,循環器内科,小児科,外科,整形外科,呼吸器外科,皮膚科,リハビリテーション科,放射線科,歯科,麻酔科,心療内科",300,300,60,0,0,0,0,0,0,127,51,274,75,70,23,2.1,201,4.6,4,0.8,19,0.8,8,0,4,0,2,0,4,0,5,4.6,1832,0,0,77,0,0,81,0,0,249,0
病院,2626050083,宇治川病院,26,〒611－0042,京都府宇治市小倉町老ノ木３１,2605,山城北,26204,京都府宇治市,   ,  ,  ,〇,"内科,外科,整形外科,脳神経外科,皮膚科,泌尿器科,眼科,耳鼻咽喉科,精神科,心療内科",179,179,60,0,0,0,0,0,0,170,*,26,*,21,6,4.9,44,17.6,10,10.4,4,8.3,1,0.5,1,0,0,0,1,1,2,2.7,221,10,11,0,0,0,0,0,0,0,0
病院,2626060001,学研都市病院,26,〒619－0238,京都府相楽郡精華町精華台７丁目４－１,2606,山城南,26366,京都府精華町,   ,〇,〇,〇,"内科,循環器内科,消化器内科,整形外科,脳神経外科,呼吸器内科,外科,眼科,泌尿器科,リハビリテーション科,小児科,放射線科,皮膚科,神経内科,麻酔科",300,257,54,0,0,0,0,0,0,908,63,3238,311,529,11,7.4,80,23,3,3.1,16,25.2,38,0,6,0,2,0,10,0,7,8.7,2621,0,62,49,0,40,0,0,0,271,29
病院,2626060009,京都山城総合医療センター,26,〒619－0214,京都府木津川市木津駅前１丁目２７番地,2606,山城南,26214,京都府木津川市,   ,〇,〇,  ,"内科,脳神経内科,呼吸器内科,消化器内科,小児科,外科,整形外科,脳神経外科,泌尿器科,リハビリテーション科,放射線科,産婦人科,眼科,耳鼻咽喉科,麻酔科,循環器内科,皮膚科,リウマチ科,呼吸器外科,糖尿病内科,小児外科,消化器外科,泌尿器科,人工透析,乳腺科,他",311,311,0,0,0,0,0,0,0,4828,414,5602,1621,2588,55,0,217,31.2,2,3.5,12,6,15,0,6,0,5,0,19,0,18,15.8,7482,28,190,179,11,37,0,0,0,137,0
病院,2626060015,精華町国民健康保険病院,26,〒619－0241,京都府相楽郡精華町大字祝園小字砂子田７,2606,山城南,26366,京都府精華町,   ,  ,  ,〇,"内科,外科,整形外科,皮膚科,泌尿器科,歯科,口腔外科,リハビリテーション科,他",50,50,0,0,0,0,0,0,0,254,*,267,23,64,4,3.1,27,10.3,0,1.5,5,2,3,0,3,0,0,0,0,0,9,3.8,190,0,0,15,0,0,0,0,0,53,0
病院,2727010001,上田病院,27,〒561－0833,大阪府豊中市庄内幸町四丁目２８番１２号,2701,豊能,27203,大阪府豊中市,   ,〇,  ,  ,"整形外科,外科,内科,消化器内科,肛門科,リハビリテーション科,放射線科,麻酔科,他",94,94,66,0,0,0,0,0,0,914,36,3312,694,892,7,5.3,36,8,7,0.5,16,0.2,5,0,0,0,0,0,1,1.2,5,4.1,1435,15,29,13,0,0,0,0,0,46,0
病院,2727010004,平成記念病院,27,〒561－0807,大阪府豊中市原田中一丁目１６番４５号,2701,豊能,27203,大阪府豊中市,   ,  ,  ,〇,"内科,リハビリテーション科",0,0,0,100,100,100,100,0,0,*,*,*,*,0,2,2.5,17,6.7,6,0.8,15,7.6,11,0,3,0,3,0,0,0,0,0,216,0,0,0,0,0,0,0,0,105,62
病院,2727010005,真正会病院,27,〒560－0022,大阪府豊中市北桜塚三丁目７番３０号,2701,豊能,27203,大阪府豊中市,   ,  ,  ,〇,"内科,精神科,消化器内科,放射線科,リハビリテーション科",0,0,0,55,55,55,55,0,0,0,0,0,0,0,1,2.7,4,5.8,0,5.1,6,6.3,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,52
病院,2727010006,ためなが温泉病院,27,〒562－0033,大阪府箕面市今宮四丁目５番２４号,2701,豊能,27220,大阪府箕面市,   ,  ,  ,〇,"精神科,内科,リハビリテーション科,放射線科,歯科,他",50,50,0,0,0,0,0,0,0,0,0,0,0,0,7,4.2,73,2.8,27,0,36,0,5,0.2,6,0,0,0,0,0,2,0.8,0,0,0,0,0,0,0,0,0,36,0
病院,2727010015,ガラシア病院,27,〒562－8567,大阪府箕面市粟生間谷西六丁目１４番１号,2701,豊能,27220,大阪府箕面市,   ,  ,〇,  ,"内科,精神科,リウマチ科,外科,整形外科,リハビリテーション科,神経内科,麻酔科,他",104,104,0,0,0,0,0,0,0,13,*,29,21,59,6,3.9,67,5.7,2,0,14,0,14,0,6,0,2,0,0,0,3,2.5,669,0,0,0,0,0,0,0,0,25,0
病院,2727010016,マックシール　巽今宮病院,27,〒562－0033,大阪府箕面市今宮三丁目１９番２７号,2701,豊能,27220,大阪府箕面市,   ,  ,〇,〇,"内科,リハビリテーション科,放射線科",70,70,0,40,40,40,40,0,0,0,0,0,0,0,7,1,42,0.8,3,0.2,13,1.9,20,0,6,0,3,0,0,0,2,0,328,0,0,0,0,0,11,15,0,124,39
病院,2727010017,マックシール　巽病院,27,〒563－0031,大阪府池田市天神一丁目５番２２号,2701,豊能,27204,大阪府池田市,   ,〇,  ,  ,"内科,呼吸器内科,消化器内科,外科,心臓血管外科,肛門科,整形外科,リウマチ科,放射線科,リハビリテーション科,救急科,麻酔科,神経内科,他",75,75,0,0,0,0,0,0,0,1541,176,2989,489,1932,14,3.3,75,3.9,3,2.8,9,3.9,18,0,2,0,0,0,6,0,17,3.5,1668,0,46,29,0,0,0,12,0,105,0
病院,2727010019,皐月病院,27,〒564－0036,大阪府吹田市寿町二丁目７番２４号,2701,豊能,27205,大阪府吹田市,   ,  ,  ,〇,"内科,リハビリテーション科,放射線科,呼吸器内科,消化器内科,他",76,76,0,60,60,60,60,0,0,*,0,*,0,*,5,2.7,36,4,10,1.2,24,3.3,0,0,1,0,0,0,0,0,2,0,205,13,0,25,0,0,0,0,0,0,40
病院,2727010021,協和会病院,27,〒564－0001,大阪府吹田市岸部北一丁目２４番１号,2701,豊能,27205,大阪府吹田市,   ,〇,〇,〇,"内科,外科,脳神経外科,整形外科,リハビリテーション科,放射線科,リウマチ科,神経内科,人工透析,消化器内科,皮膚科,泌尿器科,麻酔科,他",301,301,0,0,0,0,0,0,0,196,34,231,95,429,19,2,157,7.9,8,0,18,7.7,42,0,14,0,7,0,6,0,11,2.2,2238,0,65,26,0,0,0,0,0,177,0
病院,2727010022,千里中央病院,27,〒560－0082,大阪府豊中市新千里東町一丁目４番３号,2701,豊能,27203,大阪府豊中市,   ,  ,〇,〇,"内科,神経内科,外科,整形外科,リハビリテーション科,脳神経外科",300,300,0,100,100,100,100,0,0,0,0,0,0,0,22,0.9,191,5.7,4,1,51,15.2,41,0,20,0,9,0,0,0,2,1.3,954,0,0,25,0,0,0,0,0,111,91
病院,2727010023,相原病院,27,〒562－0004,大阪府箕面市牧落三丁目４番３０号,2701,豊能,27220,大阪府箕面市,   ,〇,  ,  ,"外科,整形外科,消化器内科,肛門科,リハビリテーション科,麻酔科",31,31,0,0,0,0,0,0,0,35,0,25,0,*,6,2.2,17,2.8,3,0,3,0,4,0,0,0,0,0,3,0,1,1.4,534,0,0,0,0,0,0,0,0,0,0
病院,2727010024,池田回生病院,27,〒563－0053,大阪府池田市建石町８番４７号,2701,豊能,27204,大阪府池田市,   ,〇,  ,  ,"内科,アレルギー科,外科,整形外科,皮膚科,眼科,耳鼻咽喉科,リハビリテーション科,放射線科,心療内科,神経内科,消化器内科,肛門科,他",97,60,0,0,0,0,0,0,0,86,59,161,12,130,4,3.4,14,11.8,2,1,2,6.9,3,1.6,1,0.9,0,0,0,0.2,2,6.5,606,10,12,18,0,0,0,0,0,60,0
病院,2727010026,豊中平成病院,27,〒561－0807,大阪府豊中市原田中一丁目１６番１８号,2701,豊能,27203,大阪府豊中市,   ,  ,〇,〇,"内科,外科,整形外科,リハビリテーション科",0,0,0,101,101,101,101,0,0,43,*,*,*,0,3,3.3,24,7.1,8,0.9,17,6.6,34,0.8,6,0.2,5,0,0,0,1,0.9,308,0,0,0,0,0,0,0,0,109,48
病院,2727010027,豊中敬仁会病院,27,〒560－0004,大阪府豊中市少路１－８－１２,2701,豊能,27203,大阪府豊中市,   ,〇,  ,〇,"外科,内科,消化器内科,皮膚科,肛門科,人工透析,整形外科,放射線科,泌尿器科,形成外科,リハビリテーション科,麻酔科,他",60,60,0,0,0,0,0,0,0,330,43,358,90,326,8,0,50,0,5,0,4,0,1,0,0,0,0,0,4,0,11,0,1358,0,53,23,0,16,0,27,0,13,0
病院,2727010029,彩都リハビリテーション病院,27,〒562－0028,大阪府箕面市彩都粟生南一丁目１番２０号,2701,豊能,27220,大阪府箕面市,   ,  ,〇,  ,"リハビリテーション科,内科,歯科",0,0,0,120,120,120,120,0,0,0,0,0,0,0,7,1.2,59,2.8,1,0.7,24,1,64,0.3,20,0,12,0,0,0,0,0,608,0,0,0,0,0,0,0,0,161,0
病院,2727010030,千里リハビリテーション病院,27,〒562－0032,大阪府箕面市小野原西四丁目６番１号,2701,豊能,27220,大阪府箕面市,   ,  ,〇,  ,"内科,リハビリテーション科",0,0,0,172,172,172,172,0,0,0,0,0,0,0,6,3.5,74,3.5,2,0,32,0.8,67,0,32,0,25,0,0,0,0,0,519,0,0,0,0,0,0,0,0,183,0
病院,2727010031,箕面正井病院,27,〒562－0001,大阪府箕面市箕面六丁目４番３９号,2701,豊能,27220,大阪府箕面市,   ,  ,  ,〇,"内科,整形外科",0,0,0,74,74,74,74,0,0,0,0,0,0,0,2,11,16,0,5,0,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
病院,2727010032,曽根病院,27,〒561－0802,大阪府豊中市曽根東町三丁目２番１８号,2701,豊能,27203,大阪府豊中市,   ,  ,  ,〇,"内科,消化器内科,外科,整形外科,脳神経外科,放射線科,リハビリテーション科,他",58,49,51,0,0,0,0,0,0,21,*,10,*,*,4,2.3,15,1.6,5,1,13,3.1,0,0,0,0,0,0,0,0,1,0,189,0,0,0,0,0,0,41,0,0,0
病院,2727010033,愛仁会　井上病院,27,〒564－0053,大阪府吹田市江の木町１６番１７号瀧川ビル,2701,豊能,27205,大阪府吹田市,   ,〇,〇,  ,"内科,外科,整形外科,泌尿器科,眼科,リウマチ科,心臓血管外科,放射線科,リハビリテーション科,人工透析,消化器内科,麻酔科,他",127,127,70,0,0,0,0,0,0,191,43,280,60,268,23,7.2,132,13.1,16,0.8,30,4.6,14,0,0,0,1,0,4,0,10,2.8,2236,0,63,16,0,11,0,123,0,62,0
病院,2727010034,関西リハビリテーション病院,27,〒560－0054,大阪府豊中市桜の町三丁目１１番１号,2701,豊能,27203,大阪府豊中市,   ,  ,〇,  ,"リハビリテーション科,内科,歯科,他",144,144,0,0,0,0,0,0,0,0,0,0,0,0,12,0.7,61,0,4,0,28,0.8,51,0,37,0,20,0,0,0,2,0,801,0,0,0,0,0,0,0,0,191,0
病院,2727010035,坂本病院,27,〒561－0814,大阪府豊中市豊南町東１丁目６番１号,2701,豊能,27203,大阪府豊中市,   ,  ,  ,〇,"内科,リハビリテーション科",72,72,0,157,157,157,157,0,0,0,0,0,0,0,6,1.6,43,1.2,30,3.3,59,1.2,19,0,3,0,6,0,0,0,0,0,237,0,22,19,0,0,16,0,13,209,141
病院,2727010036,坂本病院　分院,27,〒561－0831,大阪府豊中市庄内東町三丁目１９番３６号,2701,豊能,27203,大阪府豊中市,   ,  ,  ,〇,"内科,リハビリテーション科",0,0,0,138,138,138,138,0,0,0,0,0,0,0,4,1.4,26,0.8,12,0,35,1,6,0.6,1,0,2,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,133,138
病院,2727010037,千里山病院,27,〒561－0871,大阪府豊中市東寺内町５－２５,2701,豊能,27203,大阪府豊中市,   ,〇,  ,  ,"内科,消化器内科,呼吸器内科,アレルギー科,リハビリテーション科,他",59,59,0,0,0,0,0,0,0,*,*,43,39,78,3,1.88,24,0.38,5,0.08,5,0,5,0,2,0,2,0,0,0,2,0,747,0,40,25,0,0,0,0,0,64,0
病院,2727010040,関西メディカル病院,27,〒560－0083,大阪府豊中市新千里西町一丁目１番７の２号,2701,豊能,27203,大阪府豊中市,〇,〇,〇,  ,"内科,小児科,消化器内科,人工透析,外科,整形外科,麻酔科,眼科,耳鼻咽喉科,泌尿器科,放射線科,リハビリテーション科,肛門科,脳神経外科,救急科,病理診断科,脳神経内科,心臓血管外科,リウマチ科,アレルギー科,他",225,225,0,0,0,0,0,0,0,1952,448,3688,1040,5961,38,16,154,18.5,9,3.2,19,1.3,43,0.2,7,0,5,0,14,0.8,19,11.7,5393,13,154,100,0,30,0,0,0,326,0
病院,2727010041,国立研究開発法人　国立循環器病研究センター,27,〒564－8565,大阪府吹田市岸部新町６番１号,2701,豊能,27205,大阪府吹田市,〇,  ,  ,  ,"内科,心臓血管外科,脳神経内科,脳神経外科,小児科,小児外科,産婦人科,リハビリテーション科,呼吸器内科,病理診断科,放射線科,麻酔科,外科,皮膚科,泌尿器科,眼科,耳鼻咽喉科,整形外科,精神科,歯科,口腔外科,人工透析,救急科,他",610,548,451,0,0,0,0,0,0,1954,1103,1836,1156,2059,156,98.4,643,13.9,0,0,14,3.9,17,0,4,0,3,0,31,0,13,13.9,20073,63,918,267,40,164,54,0,0,461,0
病院,2727010042,市立吹田市民病院,27,〒564－8567,大阪府吹田市岸部新町５番７号,2701,豊能,27205,大阪府吹田市,〇,〇,〇,  ,"内科,脳神経内科,消化器内科,小児科,整形外科,外科,眼科,脳神経外科,産婦人科,皮膚科,泌尿器科,耳鼻咽喉科,放射線科,リハビリテーション科,麻酔科,精神科,心療内科,病理診断科,歯科,呼吸器外科,救急科,リウマチ科,他",431,427,0,0,0,0,0,0,0,7016,583,8711,1293,3583,115,2.3,332,64.8,0,3.3,22,3,14,0,10,0,4,0,20,1.7,39,39.2,10181,22,378,168,0,94,0,0,0,238,0
病院,2727010043,市立池田病院,27,〒563－0025,大阪府池田市城南三丁目１番１８号,2701,豊能,27204,大阪府池田市,〇,〇,  ,  ,"内科,呼吸器内科,消化器内科,神経内科,小児科,外科,呼吸器外科,脳神経外科,整形外科,皮膚科,泌尿器科,産婦人科,眼科,耳鼻咽喉科,リハビリテーション科,放射線科,麻酔科,歯科,口腔外科,病理診断科,他",364,364,0,0,0,0,0,0,0,2663,475,3967,1056,3056,75,48.4,288,37.8,1,3.7,0,30.6,7,1,5,1,3,0,27,0.6,24,23,13060,13,542,197,0,93,10,0,0,340,0
病院,2727010044,市立豊中病院,27,〒560－8565,大阪府豊中市柴原町四丁目１４番１号,2701,豊能,27203,大阪府豊中市,〇,〇,  ,  ,"内科,神経内科,消化器内科,精神科,小児科,外科,整形外科,脳神経外科,心臓血管外科,皮膚科,泌尿器科,産婦人科,眼科,耳鼻咽喉科,リハビリテーション科,放射線科,歯科,口腔外科,麻酔科,他",599,594,0,0,0,0,0,0,0,9060,1627,6856,1872,5810,109,68.7,492,45,1,0,0,40.4,10,0,5,0,2,0,31,0.8,21,15.9,19076,40,597,277,56,137,0,0,0,298,0
病院,2727010045,社会福祉法人　大阪府済生会千里病院,27,〒565－0862,大阪府吹田市津雲台一丁目１番６号,2701,豊能,27205,大阪府吹田市,〇,〇,  ,  ,"内科,心療内科,精神科,呼吸器内科,消化器内科,小児科,外科,整形外科,脳神経外科,泌尿器科,産科,婦人科,耳鼻咽喉科,リハビリテーション科,放射線科,麻酔科,歯科,口腔外科,神経内科,救急科,病理診断科,リウマチ科,アレルギー科,心臓血管外科,呼吸器外科,他",343,343,0,0,0,0,0,0,0,2452,626,4733,1737,3969,96,21.1,361,27.3,1,0.6,10,31.7,11,0,1,0,2,0,23,1.5,19,5.3,11863,12,446,113,0,71,41,0,0,176,0
病院,2727010046,社会福祉法人　大阪府済生会吹田病院,27,〒564－0013,大阪府吹田市川園町１番２号,2701,豊能,27205,大阪府吹田市,〇,〇,  ,  ,"内科,精神科,脳神経内科,呼吸器内科,消化器内科,小児科,外科,整形外科,脳神経外科,呼吸器外科,心臓血管外科,皮膚科,泌尿器科,産婦人科,眼科,耳鼻咽喉科,リハビリテーション科,放射線科,麻酔科,病理診断科,リウマチ科,救急科,口腔外科,他",500,500,0,0,0,0,0,0,0,3617,962,5231,1436,5572,133,4.3,498,15.7,9,1.1,40,2.4,28,0,12,0,5,0,26,0.4,32,1.6,13083,11,640,256,47,102,10,18,0,463,0
病院,2727010047,吹田徳洲会病院,27,〒565－0814,大阪府吹田市千里丘西２１－１,2701,豊能,27205,大阪府吹田市,〇,〇,  ,〇,"内科,呼吸器内科,消化器内科,脳神経内科,人工透析,外科,呼吸器外科,心臓血管外科,脳神経外科,整形外科,産婦人科,泌尿器科,眼科,皮膚科,耳鼻咽喉科,小児科,放射線科,リハビリテーション科,病理診断科,麻酔科,救急科,歯科,口腔外科,他",265,265,0,100,100,100,100,0,0,2154,401,2738,635,5007,40,10.8,227,5.5,4,0,36,6.7,15,0,4,0,2,0,10,0,28,3.1,7317,0,107,38,0,34,0,0,0,250,70
病院,2727010048,大阪市立弘済院附属病院,27,〒565－0874,大阪府吹田市古江台六丁目２番１号,2701,豊能,27205,大阪府吹田市,   ,〇,  ,  ,"内科,精神科,神経内科,外科,整形外科,眼科,皮膚科,泌尿器科,放射線科,耳鼻咽喉科,リハビリテーション科",90,58,0,0,0,0,0,0,0,19,*,14,*,10,13,0.7,44,2.2,3,3.8,0,8,1,0,0,0,0,0,0,0,4,0,364,0,0,0,0,0,0,0,0,0,0
病院,2727010049,大阪大学医学部附属病院,27,〒565－0871,大阪府吹田市山田丘２番１５号,2701,豊能,27205,大阪府吹田市,〇,  ,  ,  ,"内科,消化器内科,呼吸器内科,アレルギー科,リウマチ科,神経内科,心臓血管外科,呼吸器外科,外科,救急科,小児外科,眼科,耳鼻咽喉科,整形外科,皮膚科,形成外科,精神科,脳神経外科,麻酔科,産科,婦人科,小児科,泌尿器科,放射線科,歯科,病理診断科,リハビリテーション科,他",1034,1025,0,0,0,0,0,0,0,438,165,1042,495,1189,467,406.2,1031,18.9,1,0.8,10,29.9,15,0.2,4,0,6,0,65,0.8,69,7,24962,89,420,228,45,237,14,10,0,188,0
病院,2727010050,大阪大学歯学部附属病院,27,〒565－0871,大阪府吹田市山田丘１番８号,2701,豊能,27205,大阪府吹田市,   ,〇,  ,  ,"歯科,口腔外科,内科,小児科,他",40,40,0,0,0,0,0,0,0,861,*,1638,14,159,2,0,48,0.8,0,0,0,1.6,0,0,0,0,1,1,8,0.8,8,0,1206,0,0,0,0,12,0,0,0,0,0
